,選手名,球団,一軍,防御率,勝,負,S,奪三振,試合数,投球回,奪三振率,投球数,打者数,被安打,被本塁打,与四球,与死球,敬遠,失点,自責点,完投,完封,無四球,被打率,QS率,援護点,援護率,WHIP,UP打数,UP被安打,UP被打率,UP被本塁打,最高球速,最低球速,球速差,year,get_out
766,大瀬良大地,広,○,3.13,3,8,2,97,51,1091/3,7.98,1868,475,111,5,31,1,0,53,38,2,0,0,.256,44.44%,20,2.86,1.30,259,66,.255,5,154,96,58,2015,328.0
767,今村猛,広,○,3.46,1,1,0,22,21,26,7.62,493,115,24,1,13,0,0,14,10,0,0,0,.240,0.00%,0,0.00,1.42,17,6,.353,1,150,120,30,2015,78.0
768,福井優也,広,○,3.56,9,6,0,99,21,1311/3,6.78,2156,541,106,10,53,5,0,53,52,0,0,0,.229,61.90%,51,3.30,1.21,303,65,.215,9,150,111,39,2015,394.0
769,戸田隆矢,広,○,3.63,3,3,0,44,34,62,6.39,1019,273,59,4,29,0,0,31,25,0,0,0,.252,20.00%,12,4.15,1.42,74,23,.311,0,149,107,42,2015,186.0
770,一岡竜司,広,○,4.14,2,4,1,35,38,37,8.51,715,176,42,5,21,1,0,21,17,0,0,0,.280,0.00%,0,0.00,1.70,41,11,.268,1,149,102,47,2015,111.0
771,九里亜蓮,広,,4.50,0,1,0,10,7,16,5.63,299,75,19,3,7,1,0,10,8,0,0,0,.302,0.00%,0,0.00,1.63,6,3,.500,1,145,107,38,2015,48.0
772,野村祐輔,広,,4.64,5,8,0,51,15,871/3,5.26,1443,384,110,11,23,3,0,53,45,0,0,0,.315,46.67%,31,3.03,1.52,164,49,.299,6,144,98,46,2015,262.0
773,永川勝浩,広,,4.78,1,1,0,27,26,261/3,9.23,491,119,27,2,14,3,0,14,14,0,0,0,.267,0.00%,0,0.00,1.56,29,7,.241,1,150,117,33,2015,79.0
774,薮田和樹,広,,5.76,1,2,0,18,6,25,6.48,486,120,25,3,20,2,0,16,16,0,0,0,.272,0.00%,17,5.67,1.80,41,11,.268,1,153,107,46,2015,75.0
775,武内久士,広,,9.00,0,0,0,1,1,4,2.25,74,21,7,0,2,0,0,4,4,0,0,0,.412,0.00%,4,7.20,2.25,11,5,.455,0,145,114,31,2015,12.0
776,中村恭平,広,,10.80,0,1,0,3,1,31/3,8.10,76,18,7,1,1,0,0,5,4,0,0,0,.438,0.00%,0,0.00,2.40,5,2,.400,1,147,115,32,2015,10.0
777,河内貴哉,広,,27.00,0,0,0,0,1,01/3,0.00,14,3,2,0,0,0,0,1,1,0,0,0,.667,0.00%,0,0.00,6.00,0,0,.000,0,128,112,16,2015,1.0
778,飯田哲矢,広,,0.00,0,0,0,4,2,31/3,10.80,61,14,4,0,0,0,0,0,0,0,0,0,.286,0.00%,0,0.00,1.20,0,0,.000,0,146,113,33,2016,10.0
779,デラバー,広,,0.00,0,0,0,4,2,2,18.00,29,6,0,0,0,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.00,0,0,.000,0,152,135,17,2016,6.0
780,中﨑翔太,広,,1.32,3,4,34,54,61,611/3,7.92,1012,251,50,2,19,2,2,11,9,0,0,0,.222,0.00%,0,0.00,1.09,126,28,.222,1,153,122,31,2016,184.0
781,ジャクソン,広,,1.71,5,4,0,89,67,681/3,11.72,1123,271,46,4,23,0,0,15,13,0,0,0,.187,0.00%,0,0.00,1.01,127,23,.181,2,155,125,30,2016,205.0
782,一岡竜司,広,,1.82,1,1,0,21,27,242/3,7.66,398,96,16,0,10,0,0,5,5,0,0,0,.188,0.00%,0,0.00,1.05,26,7,.269,0,148,102,46,2016,74.0
783,ジョンソン,広,,2.15,15,7,0,141,26,1801/3,7.04,2895,736,154,11,49,3,2,50,43,3,2,0,.231,92.31%,112,5.20,1.11,305,71,.233,4,153,112,41,2016,541.0
784,今村猛,広,,2.44,3,4,2,87,67,732/3,10.63,1194,299,60,3,22,0,0,20,20,0,0,0,.224,0.00%,0,0.00,1.11,73,16,.219,0,152,113,39,2016,221.0
785,薮田和樹,広,,2.61,3,1,0,21,16,31,6.10,578,137,21,3,22,2,0,9,9,0,0,0,.196,100.00%,11,5.21,1.39,39,11,.282,1,153,106,47,2016,93.0
786,野村祐輔,広,,2.71,16,3,0,91,25,1522/3,5.36,2580,633,139,11,37,6,0,50,46,1,1,0,.240,68.00%,102,5.74,1.15,302,75,.248,7,151,96,55,2016,458.0
787,戸田隆矢,広,,2.80,4,0,1,42,17,542/3,6.91,895,226,49,5,18,4,0,17,17,1,1,0,.249,66.67%,23,5.45,1.23,78,17,.218,1,147,106,41,2016,164.0
788,ヘーゲンズ,広,,2.92,7,5,0,33,50,831/3,3.56,1293,342,71,4,33,3,0,32,27,0,0,0,.242,33.33%,8,2.06,1.25,146,30,.205,2,152,119,33,2016,250.0
789,岡田明丈,広,,3.02,4,3,0,60,18,891/3,6.04,1365,375,89,6,25,0,0,34,30,1,0,0,.259,66.67%,42,4.25,1.28,232,61,.263,4,152,99,53,2016,268.0
790,黒田博樹,広,,3.09,10,8,0,98,24,1512/3,5.82,2356,623,152,14,30,3,3,54,52,1,1,0,.264,66.67%,63,3.52,1.18,299,84,.281,8,150,111,39,2016,455.0
791,大瀬良大地,広,,3.32,3,1,0,24,17,212/3,9.97,346,87,15,2,6,1,0,8,8,0,0,0,.188,0.00%,1,3.00,0.97,20,3,.150,2,151,108,43,2016,65.0
792,福井優也,広,,4.34,5,4,0,63,13,762/3,7.40,1315,345,84,9,30,4,0,38,37,0,0,0,.279,53.85%,34,3.69,1.49,138,38,.275,6,148,109,39,2016,230.0
793,九里亜蓮,広,,4.50,2,2,0,52,27,80,5.85,1373,351,79,9,37,1,0,47,40,0,0,0,.261,30.00%,22,3.67,1.45,142,38,.268,4,150,105,45,2016,240.0
794,中村恭平,広,,5.40,1,1,0,17,8,35,4.37,599,156,41,3,18,0,0,21,21,0,0,0,.301,12.50%,18,4.50,1.69,69,21,.304,3,145,103,42,2016,105.0
795,横山弘樹,広,,5.47,2,2,0,17,6,261/3,5.81,449,123,30,3,12,5,0,19,16,0,0,0,.291,40.00%,21,7.56,1.59,45,11,.244,1,146,95,51,2016,79.0
796,江草仁貴,広,,6.00,0,0,0,5,8,9,5.00,137,38,8,1,4,1,0,6,6,0,0,0,.267,0.00%,0,0.00,1.33,0,0,.000,0,145,116,29,2016,27.0
797,永川勝浩,広,,6.30,2,0,0,8,11,10,7.20,158,46,14,1,2,1,0,7,7,0,0,0,.326,0.00%,0,0.00,1.60,12,4,.333,0,148,121,27,2016,30.0
798,オスカル,広,,6.35,2,0,0,13,23,222/3,5.16,370,105,32,3,7,1,0,17,16,0,0,0,.337,0.00%,0,0.00,1.72,8,3,.375,0,148,117,31,2016,68.0
799,小野淳平,広,,7.36,0,0,0,3,6,71/3,3.68,141,35,8,2,2,2,0,7,6,0,0,0,.267,0.00%,0,0.00,1.36,3,0,.000,0,144,116,28,2016,22.0
800,佐藤祥万,広,,7.71,0,0,0,3,2,21/3,11.57,51,14,5,0,1,1,0,2,2,0,0,0,.417,0.00%,0,0.00,2.57,0,0,.000,0,139,112,27,2016,7.0
801,塹江敦哉,広,,11.37,0,1,0,6,3,61/3,8.53,110,28,6,2,4,1,0,8,8,0,0,0,.261,0.00%,1,1.50,1.58,3,2,.667,1,151,117,34,2016,19.0
802,西原圭大,広,,12.60,0,0,0,2,2,5,3.60,106,27,12,1,1,0,0,7,7,0,0,0,.462,0.00%,0,0.00,2.60,0,0,.000,0,144,125,19,2016,15.0
803,中田廉,広,,16.62,1,1,0,6,8,41/3,12.46,100,23,5,1,4,1,0,8,8,0,0,0,.294,0.00%,0,0.00,2.08,4,1,.250,1,142,121,21,2016,13.0
804,久本祐一,広,,45.00,0,0,0,2,1,1,18.00,35,9,4,1,2,0,0,5,5,0,0,0,.571,0.00%,0,0.00,6.00,0,0,.000,0,141,105,36,2016,3.0
805,宮田和希,西,,0.00,0,0,0,4,3,22/3,13.50,61,12,0,0,3,1,0,0,0,0,0,0,.000,0.00%,0,0.00,1.13,0,0,.000,0,140,122,18,2012,8.0
806,ウィリアムス,西,○,1.70,4,3,4,41,55,421/3,8.72,760,185,30,0,23,7,2,11,8,0,0,0,.203,0.00%,0,0.00,1.20,84,17,.202,0,156,112,44,2012,127.0
807,牧田和久,西,○,2.43,13,9,0,108,27,178,5.46,2839,739,175,4,36,9,0,55,48,3,1,0,.259,66.67%,81,4.01,1.19,368,97,.264,3,136,88,48,2012,534.0
808,岸孝之,西,○,2.45,11,12,0,150,26,1872/3,7.19,2862,729,141,9,40,4,0,52,51,4,1,1,.213,80.77%,58,2.65,0.96,355,77,.217,7,147,92,55,2012,563.0
809,長田秀一郎,西,○,2.53,2,1,1,26,53,461/3,5.05,727,181,28,5,11,2,2,16,13,0,0,0,.175,0.00%,0,0.00,0.80,61,10,.164,1,147,115,32,2012,139.0
810,十亀剣,西,○,2.72,6,0,0,41,41,53,6.96,872,223,50,4,17,3,2,16,16,0,0,0,.251,100.00%,4,5.14,1.23,51,11,.216,0,151,103,48,2012,159.0
811,大石達也,西,○,2.75,1,1,0,24,24,36,6.00,592,160,39,2,12,4,0,15,11,0,0,0,.285,0.00%,0,0.00,1.42,15,6,.400,0,144,116,28,2012,108.0
812,ＭＩＣＨＥＡＬ,西,,2.86,0,3,1,20,17,22,8.18,404,96,22,1,7,2,1,12,7,0,0,0,.272,0.00%,1,1.13,1.27,30,11,.367,0,147,112,35,2012,66.0
813,野上亮磨,西,,2.97,8,5,0,49,23,1151/3,3.82,1889,496,128,8,36,5,0,42,38,0,0,0,.292,55.56%,49,3.83,1.42,214,67,.313,4,145,88,57,2012,346.0
814,菊池雄星,西,○,3.10,4,3,1,57,14,811/3,6.31,1327,339,75,5,25,1,0,34,28,0,0,0,.248,58.33%,30,3.55,1.23,147,39,.265,3,150,107,43,2012,244.0
815,平野将光,西,,3.21,0,0,0,5,3,14,3.21,244,61,19,3,2,0,0,6,5,0,0,0,.339,33.33%,7,3.94,1.50,45,15,.333,2,144,102,42,2012,42.0
816,石井一久,西,,3.33,10,5,0,74,24,1321/3,5.03,2173,560,126,14,44,4,0,57,49,2,2,1,.251,33.33%,79,5.19,1.28,206,57,.277,6,143,104,39,2012,397.0
817,松永浩典,西,○,3.54,2,1,0,31,56,402/3,6.86,652,173,44,4,7,2,1,17,16,0,0,0,.278,0.00%,0,0.00,1.23,33,9,.273,0,138,107,31,2012,122.0
818,涌井秀章,西,○,3.71,1,5,30,40,55,63,5.71,1090,271,66,1,22,2,1,27,26,0,0,0,.274,33.33%,2,1.20,1.38,139,36,.259,1,151,97,54,2012,189.0
819,西口文也,西,,3.75,5,2,0,44,14,812/3,4.85,1319,347,77,4,29,1,0,35,34,0,0,0,.252,50.00%,52,5.57,1.30,177,41,.232,3,143,105,38,2012,245.0
820,小石博孝,西,○,4.03,1,1,0,7,9,221/3,2.82,384,100,18,1,15,3,1,10,10,0,0,0,.240,25.00%,6,3.18,1.43,26,6,.231,1,139,95,44,2012,67.0
821,岡本篤志,西,○,4.11,1,3,2,39,59,57,6.16,1007,255,66,5,17,4,1,32,26,0,0,0,.293,0.00%,0,0.00,1.44,69,17,.246,1,146,109,37,2012,171.0
822,木村文紀,西,,4.50,0,0,0,6,8,14,3.86,233,59,13,0,7,0,0,7,7,0,0,0,.250,0.00%,0,0.00,1.43,0,0,.000,0,151,114,37,2012,42.0
823,武隈祥太,西,,4.83,1,2,0,17,14,312/3,4.83,570,145,34,2,12,4,1,21,17,0,0,0,.272,25.00%,7,3.15,1.42,50,6,.120,1,143,98,45,2012,95.0
824,田中靖洋,西,,6.48,0,0,0,6,5,81/3,6.48,163,40,10,1,6,0,0,6,6,0,0,0,.294,0.00%,0,0.00,1.92,0,0,.000,0,145,102,43,2012,25.0
825,山本淳,西,,6.52,0,1,0,3,4,92/3,2.79,181,47,12,1,6,1,0,8,7,0,0,0,.308,0.00%,3,3.38,1.86,9,3,.333,1,146,109,37,2012,29.0
826,ゴンザレス,西,,7.04,2,5,3,16,16,23,6.26,468,121,40,2,12,3,3,19,18,0,0,0,.396,0.00%,10,5.63,2.13,49,19,.388,1,152,116,36,2012,69.0
827,星野智樹,西,,10.80,0,0,0,4,6,31/3,10.80,73,19,7,0,2,0,1,4,4,0,0,0,.412,0.00%,0,0.00,2.40,0,0,.000,0,142,107,35,2012,10.0
828,藤田太陽,西,,14.73,0,0,0,3,3,32/3,7.36,82,21,9,2,1,1,0,6,6,0,0,0,.474,0.00%,0,0.00,2.73,4,1,.250,1,146,122,24,2012,11.0
829,岡本洋介,西,,15.00,0,1,0,1,1,3,3.00,60,18,7,0,1,1,0,5,5,0,0,0,.500,0.00%,0,0.00,2.67,3,2,.667,0,144,99,45,2012,9.0
830,藤原良平,西,,19.29,0,0,0,0,1,21/3,0.00,72,18,8,1,3,0,0,5,5,0,0,0,.571,0.00%,0,0.00,4.71,0,0,.000,0,143,113,30,2012,7.0
831,サファテ,西,○,1.87,9,1,10,66,58,572/3,10.30,986,229,29,4,24,4,1,13,12,0,0,0,.149,0.00%,0,0.00,0.90,116,20,.172,3,158,116,42,2013,173.0
832,ウィリアムス,西,○,1.89,1,2,3,45,47,38,10.66,653,158,20,1,23,3,3,11,8,0,0,0,.159,0.00%,0,0.00,1.05,72,14,.194,1,152,108,44,2013,114.0
833,菊池雄星,西,,1.92,9,4,0,92,17,108,7.67,1877,441,79,5,44,3,0,28,23,3,3,1,.208,76.47%,62,4.89,1.14,230,53,.230,3,153,105,48,2013,324.0
834,山本淳,西,○,2.25,0,1,0,10,12,16,5.63,280,74,21,1,7,2,0,5,4,0,0,0,.328,0.00%,0,0.00,1.75,4,1,.250,1,147,108,39,2013,48.0
835,牧田和久,西,○,2.60,8,9,0,87,26,166,4.72,2557,690,169,13,39,9,1,54,48,3,1,0,.273,65.38%,78,4.08,1.25,363,99,.273,7,135,88,47,2013,498.0
836,岸孝之,西,○,3.08,11,5,0,138,26,1781/3,6.96,2829,716,155,17,31,6,1,63,61,3,2,1,.236,69.23%,95,4.57,1.04,374,90,.241,12,147,100,47,2013,535.0
837,武隈祥太,西,,3.29,1,1,0,4,9,132/3,2.63,234,54,10,3,6,0,0,5,5,0,0,0,.222,0.00%,5,6.43,1.17,6,3,.500,1,139,97,42,2013,41.0
838,髙橋朋己,西,○,3.38,1,0,0,28,24,182/3,13.50,354,77,10,1,11,1,0,7,7,0,0,0,.159,0.00%,0,0.00,1.13,19,1,.053,0,149,119,30,2013,56.0
839,十亀剣,西,○,3.45,8,8,0,122,28,1641/3,6.68,2631,688,158,12,44,9,1,68,63,6,2,2,.253,57.69%,73,3.86,1.22,315,75,.238,8,151,96,55,2013,493.0
840,松下建太,西,,3.48,0,1,1,7,9,101/3,6.10,197,44,11,0,2,2,0,4,4,0,0,0,.282,0.00%,0,0.00,1.26,6,3,.500,0,138,113,25,2013,31.0
841,増田達至,西,○,3.76,5,3,0,44,42,522/3,7.52,947,237,60,3,19,1,2,25,22,0,0,0,.284,0.00%,3,4.50,1.46,73,23,.315,2,150,113,37,2013,158.0
842,岡本洋介,西,○,3.84,4,4,0,55,32,771/3,6.40,1254,333,83,5,24,5,0,35,33,1,0,0,.282,33.33%,15,3.46,1.38,113,31,.274,2,148,94,54,2013,232.0
843,涌井秀章,西,○,3.90,5,7,7,79,45,921/3,7.70,1647,398,89,4,29,8,1,51,40,1,0,1,.256,18.18%,32,5.33,1.27,177,43,.243,3,151,99,52,2013,277.0
844,野上亮磨,西,○,3.95,11,7,0,93,30,1522/3,5.48,2457,643,141,17,41,8,1,71,67,0,0,0,.246,37.50%,81,4.96,1.19,367,91,.248,7,145,91,54,2013,458.0
845,岡本篤志,西,,4.50,0,1,0,12,20,18,6.00,333,91,29,1,8,0,0,13,9,0,0,0,.349,0.00%,0,0.00,2.06,23,7,.304,1,145,111,34,2013,54.0
846,坂元弥太郎,西,,5.19,0,2,0,14,11,171/3,7.27,287,77,15,1,11,0,1,11,10,0,0,0,.234,0.00%,0,0.00,1.44,25,7,.280,1,144,91,53,2013,52.0
847,長田秀一郎,西,○,5.28,0,2,0,12,16,151/3,7.04,289,69,17,1,4,1,0,9,9,0,0,0,.270,0.00%,0,0.00,1.37,16,7,.438,0,148,116,32,2013,46.0
848,川﨑雄介,西,,5.79,0,0,0,0,8,42/3,0.00,84,20,5,0,3,0,0,3,3,0,0,0,.313,0.00%,0,0.00,1.71,2,2,1.000,0,140,112,28,2013,14.0
849,大石達也,西,○,6.38,0,5,8,44,37,362/3,10.80,706,166,43,7,12,1,2,28,26,0,0,0,.289,0.00%,0,0.00,1.45,31,11,.355,2,149,120,29,2013,110.0
850,石井一久,西,,6.75,0,1,0,5,7,51/3,8.44,114,25,5,2,4,0,0,4,4,0,0,0,.250,0.00%,0,0.00,1.69,11,2,.182,0,140,108,32,2013,16.0
851,西口文也,西,,8.44,0,2,0,7,4,102/3,5.91,219,58,18,2,9,0,0,10,10,0,0,0,.383,0.00%,4,3.27,2.53,35,11,.314,1,140,100,40,2013,32.0
852,中﨑雄太,西,,9.31,0,0,0,3,7,92/3,2.79,199,53,19,2,5,0,1,12,10,0,0,0,.432,0.00%,0,0.00,2.38,0,0,.000,0,145,102,43,2013,29.0
853,岩尾利弘,西,,9.49,1,0,0,3,10,121/3,2.19,250,64,16,2,10,0,1,13,13,0,0,0,.320,0.00%,0,0.00,2.03,12,4,.333,0,144,107,37,2013,37.0
854,小石博孝,西,,10.66,0,0,0,12,11,122/3,8.53,267,63,18,1,8,1,0,15,15,0,0,0,.346,0.00%,0,0.00,2.05,5,0,.000,0,136,96,40,2013,38.0
855,藤原良平,西,,18.00,0,0,0,2,2,2,9.00,46,10,3,1,1,1,0,4,4,0,0,0,.375,0.00%,0,0.00,2.00,0,0,.000,0,141,114,27,2013,6.0
856,岩尾利弘,西,○,1.80,1,0,0,21,13,20,9.45,312,79,15,0,4,2,0,6,4,0,0,0,.211,0.00%,0,0.00,0.95,12,3,.250,0,146,111,35,2014,60.0
857,宮田和希,西,○,1.84,0,0,0,17,10,142/3,10.43,271,63,14,1,8,0,0,3,3,0,0,0,.259,0.00%,0,0.00,1.50,10,3,.300,0,144,113,31,2014,44.0
858,髙橋朋己,西,○,2.01,2,1,29,80,63,622/3,11.49,1187,258,47,2,24,1,2,15,14,0,0,0,.206,0.00%,0,0.00,1.10,109,20,.183,2,149,116,33,2014,188.0
859,岸孝之,西,○,2.51,13,4,0,126,23,1611/3,7.03,2538,630,126,16,36,2,0,48,45,5,4,1,.217,68.18%,83,4.47,1.00,233,55,.236,7,150,100,50,2014,484.0
860,岡本篤志,西,○,2.75,1,1,0,28,42,391/3,6.41,707,178,44,1,22,1,1,12,12,0,0,0,.303,0.00%,0,0.00,1.65,45,14,.311,1,145,113,32,2014,118.0
861,増田達至,西,○,2.82,3,4,0,37,44,442/3,7.46,734,181,35,3,13,1,4,14,14,0,0,0,.223,0.00%,0,0.00,0.99,77,20,.260,3,152,121,31,2014,134.0
862,ウィリアムス,西,○,2.96,6,4,0,59,60,512/3,10.28,915,230,54,1,25,4,3,18,17,0,0,0,.277,0.00%,0,0.00,1.47,69,22,.319,1,153,111,42,2014,155.0
863,菊池雄星,西,○,3.54,5,11,0,111,23,1392/3,7.15,2467,615,133,9,78,5,0,61,55,1,0,0,.261,56.52%,50,3.00,1.51,332,89,.268,4,157,104,53,2014,419.0
864,十亀剣,西,,3.66,4,5,3,41,21,59,6.25,1009,255,59,6,24,2,1,27,24,1,1,0,.271,50.00%,28,5.14,1.39,96,32,.333,4,151,101,50,2014,177.0
865,武隈祥太,西,○,3.70,0,1,0,33,47,482/3,6.10,841,206,39,2,22,2,1,20,20,0,0,0,.219,0.00%,6,13.50,1.23,43,11,.256,0,143,95,48,2014,146.0
866,牧田和久,西,○,3.74,8,9,0,89,26,1702/3,4.69,2853,734,170,10,50,12,0,74,71,0,0,0,.264,65.38%,76,3.80,1.29,405,113,.279,5,133,82,51,2014,512.0
867,小石博孝,西,,3.94,0,2,0,8,4,16,4.50,307,71,14,2,7,2,0,8,7,0,0,0,.233,0.00%,5,3.46,1.31,20,9,.450,1,140,90,50,2014,48.0
868,岡本洋介,西,○,4.06,2,6,0,53,22,841/3,5.66,1486,371,96,8,32,2,0,47,38,0,0,0,.296,25.00%,22,2.44,1.52,204,54,.265,3,148,97,51,2014,253.0
869,野上亮磨,西,,4.49,8,10,0,68,25,1201/3,5.09,2030,522,123,15,42,5,1,68,60,2,0,0,.263,47.62%,69,5.18,1.36,192,55,.286,7,147,98,49,2014,361.0
870,ボウデン,西,,4.50,2,1,0,30,36,40,6.75,776,179,38,4,24,1,2,20,20,0,0,0,.248,0.00%,4,9.00,1.50,35,11,.314,1,149,122,27,2014,120.0
871,豊田拓矢,西,,4.54,2,2,0,17,34,392/3,3.86,682,172,48,5,10,2,0,20,20,0,0,0,.312,0.00%,1,3.00,1.46,22,8,.364,1,148,96,52,2014,119.0
872,藤原良平,西,,4.83,2,6,0,30,20,501/3,5.36,890,229,56,2,25,6,0,30,27,0,0,0,.292,12.50%,17,4.25,1.61,105,32,.305,1,149,107,42,2014,151.0
873,西口文也,西,,4.91,0,0,0,11,8,11,9.00,191,51,10,3,8,3,0,10,6,0,0,0,.256,0.00%,0,0.00,1.64,0,0,.000,0,143,107,36,2014,33.0
874,レイノルズ,西,,5.46,3,7,0,29,12,61,4.28,1038,281,77,5,23,5,0,47,37,0,0,0,.316,33.33%,38,5.26,1.64,113,35,.310,3,143,109,34,2014,183.0
875,田中靖洋,西,,6.43,0,1,0,2,8,7,2.57,128,35,11,1,5,1,0,5,5,0,0,0,.393,0.00%,0,0.00,2.29,3,3,1.000,0,150,105,45,2014,21.0
876,中郷大樹,西,○,6.45,1,0,0,7,14,221/3,2.82,414,109,31,5,11,0,3,16,16,0,0,0,.333,0.00%,0,0.00,1.75,25,8,.320,1,147,97,50,2014,67.0
877,小林宏,西,,7.94,0,0,0,10,15,111/3,7.94,230,59,16,1,8,0,0,15,10,0,0,0,.333,0.00%,0,0.00,2.12,12,4,.333,1,147,122,25,2014,34.0
878,平野将光,西,,8.64,0,0,0,4,7,81/3,4.32,164,43,10,1,8,0,1,8,8,0,0,0,.313,0.00%,0,0.00,2.04,14,1,.071,0,147,96,51,2014,25.0
879,誠,西,,14.54,0,2,0,3,2,41/3,6.23,136,30,8,2,6,2,0,8,7,0,0,0,.421,0.00%,2,6.00,3.23,4,2,.500,1,145,109,36,2014,13.0
880,豊田拓矢,西,,0.00,0,0,0,2,3,32/3,4.91,64,15,1,0,4,0,1,0,0,0,0,0,.091,0.00%,0,0.00,1.09,3,0,.000,0,144,107,37,2015,11.0
881,大石達也,西,,0.00,0,0,0,3,3,31/3,8.10,52,13,3,0,1,0,0,0,0,0,0,0,.273,0.00%,0,0.00,1.20,0,0,.000,0,141,111,30,2015,10.0
882,田中靖洋,西,○,1.35,1,1,1,13,18,262/3,4.39,359,105,23,1,7,0,0,4,4,0,0,0,.237,0.00%,0,0.00,1.13,2,2,1.000,1,152,109,43,2015,80.0
883,武隈祥太,西,○,2.83,6,1,1,36,67,571/3,5.65,1062,255,55,1,36,1,2,18,18,0,0,0,.264,0.00%,0,0.00,1.55,50,13,.260,0,143,97,46,2015,172.0
884,菊池雄星,西,○,2.84,9,10,0,122,23,133,8.26,2300,542,97,9,55,2,1,48,42,0,0,0,.205,71.43%,63,4.11,1.14,225,46,.204,5,157,96,61,2015,399.0
885,髙橋朋己,西,,2.92,2,3,22,55,62,612/3,8.03,1055,264,49,3,26,5,1,21,20,0,0,0,.220,0.00%,0,0.00,1.20,123,28,.228,0,152,114,38,2015,185.0
886,岸孝之,西,,3.02,5,6,0,91,16,1101/3,7.42,1850,434,75,6,25,5,0,40,37,5,0,0,.193,68.75%,46,3.51,0.91,218,45,.206,4,150,101,49,2015,331.0
887,増田達至,西,○,3.04,2,4,3,62,72,74,7.54,1187,302,64,1,15,4,2,26,25,0,0,0,.234,0.00%,0,0.00,1.04,126,30,.238,0,153,113,40,2015,222.0
888,岡本篤志,西,,3.05,1,0,0,8,23,202/3,3.48,326,89,25,2,2,2,0,9,7,0,0,0,.301,0.00%,0,0.00,1.31,20,4,.200,0,146,112,34,2015,62.0
889,髙橋光成,西,,3.07,5,2,0,22,8,44,4.50,756,185,32,3,23,4,0,16,15,1,1,0,.206,25.00%,32,6.00,1.25,76,13,.171,1,150,106,44,2015,132.0
890,十亀剣,西,○,3.55,11,7,0,107,26,152,6.34,2498,644,145,19,53,8,0,62,60,1,0,0,.256,62.50%,90,5.19,1.30,301,73,.243,8,149,97,52,2015,456.0
891,バスケス,西,,3.63,3,1,0,21,34,342/3,5.45,656,161,40,0,21,3,3,15,14,0,0,0,.305,0.00%,0,0.00,1.67,43,14,.326,0,156,117,39,2015,104.0
892,牧田和久,西,○,3.66,9,11,3,66,34,1372/3,4.31,2330,596,143,7,44,11,2,68,56,1,0,0,.272,66.67%,39,2.70,1.34,283,79,.279,4,134,87,47,2015,413.0
893,野上亮磨,西,○,4.22,7,7,0,77,27,1341/3,5.16,2262,565,127,15,46,4,0,68,63,0,0,0,.251,45.45%,67,4.67,1.29,220,53,.241,6,147,95,52,2015,403.0
894,ルブラン,西,,4.23,2,5,0,26,8,442/3,5.24,747,196,43,6,18,2,1,26,21,1,0,0,.251,50.00%,29,5.55,1.34,78,17,.218,4,141,100,41,2015,134.0
895,岡本洋介,西,○,4.35,1,2,0,43,42,681/3,5.66,1101,284,62,12,20,6,1,34,33,0,0,0,.247,0.00%,15,6.75,1.19,35,13,.371,3,147,92,55,2015,205.0
896,福倉健太郎,西,,4.50,0,0,0,2,1,2,9.00,49,10,1,0,4,0,0,1,1,0,0,0,.200,0.00%,0,0.00,2.50,0,0,.000,0,143,95,48,2015,6.0
897,宮田和希,西,,5.21,1,0,0,15,18,19,7.11,365,91,19,3,15,0,0,11,11,0,0,0,.257,0.00%,0,0.00,1.79,4,0,.000,0,144,118,26,2015,57.0
898,郭俊麟,西,○,5.31,3,7,0,49,21,792/3,5.54,1545,377,97,10,37,7,1,55,47,0,0,0,.299,23.53%,36,4.26,1.67,155,47,.303,6,152,110,42,2015,239.0
899,佐野泰雄,西,,5.40,0,0,0,4,2,5,7.20,96,26,6,1,5,0,0,4,3,0,0,0,.286,0.00%,5,9.00,2.20,6,1,.167,0,139,103,36,2015,15.0
900,岩尾利弘,西,,6.52,1,0,0,29,21,29,9.00,551,140,34,0,18,3,0,22,21,0,0,0,.296,0.00%,0,0.00,1.79,14,6,.429,0,147,100,47,2015,87.0
901,藤原良平,西,,7.15,0,1,0,7,7,111/3,5.56,227,52,10,1,8,1,0,9,9,0,0,0,.233,0.00%,0,0.00,1.59,5,3,.600,0,146,110,36,2015,34.0
902,小石博孝,西,,7.20,0,0,0,5,3,5,9.00,100,23,5,2,0,2,0,6,4,0,0,0,.238,0.00%,0,0.00,1.00,0,0,.000,0,137,90,47,2015,15.0
903,西口文也,西,,9.00,0,1,0,4,2,4,9.00,83,19,6,1,1,0,0,4,4,0,0,0,.333,0.00%,0,0.00,1.75,5,1,.200,1,144,109,35,2015,12.0
904,ミゲル・メヒア,西,,14.73,0,0,0,4,4,32/3,9.82,86,23,10,1,3,0,0,6,6,0,0,0,.500,0.00%,0,0.00,3.55,0,0,.000,0,153,117,36,2015,11.0
905,國場翼,西,,0.00,0,0,0,4,2,3,12.00,48,12,2,0,3,0,0,0,0,0,0,0,.222,0.00%,0,0.00,1.67,0,0,.000,0,148,116,32,2016,9.0
906,松本直晃,西,,0.00,0,0,0,1,2,22/3,3.38,43,12,3,0,2,0,0,0,0,0,0,0,.333,0.00%,0,0.00,1.88,0,0,.000,0,142,104,38,2016,8.0
